File BR50042, IAD, Is already downloaded: Skipping
File BR50286, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: HTTP Error 404: Not Found
File BR50290, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR50291, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR50292, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: HTTP Error 403: Forbidden
File BR50289, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR50293, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: 3: Not a PDF: Deleting
File BR50294, YES, Downloaded without issue through link1
File BR50296, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: HTTP Error 404: Not Found
File BR50295, YES, Downloaded without issue through link1
File BR50297, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR50298, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: HTTP Error 404: Not Found
File BR50300, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR50299, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: HTTP Error 404: Not Found
File BR50302, no, Link 1 Error: <urlopen error [Errno 11002] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11002] getaddrinfo failed>
File BR50301, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: 3: Not a PDF: Deleting
File BR50304, YES, Downloaded without issue through link1
File BR50305, no, Link 1 Error: 3: Not a PDF: Deleting, Link 2 Error: 3: Not a PDF: Deleting
File BR50306, YES, Downloaded without issue through link1
File BR50307, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR50308, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR50309, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR50310, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50231, no, Link 1 Error: The read operation timed out, Link 2 Error: The read operation timed out
File BR50312, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR50311, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR50313, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR50314, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR50315, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: HTTP Error 404: Not Found
File BR50316, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: HTTP Error 404: Not Found
File BR50318, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: 3: Not a PDF: Deleting
File BR50319, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: 3: Not a PDF: Deleting
File BR50317, YES, Downloaded without issue through link1
File BR50321, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: HTTP Error 404: Not Found
File BR50322, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: HTTP Error 403: Forbidden
File BR50323, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: HTTP Error 403: Forbidden
File BR50320, YES, Downloaded without issue through link1
File BR50324, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: HTTP Error 404: Not Found
File BR50326, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR50327, YES, Downloaded without issue through link1
File BR50328, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50329, no, Link 1 Error: 3: Not a PDF: Deleting, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50330, YES, Downloaded without issue through link1
File BR50325, no, Link 1 Error: ('<urlopen error [WinError 10060] Et forsøg på at oprette forbindelse mislykkedes, fordi den part, der havde oprettet forbindelse, ikke svarede korrekt efter en periode, eller en oprettet forbindelse blev afbrudt, fordi værten ikke svarede>',). Link 2 Error: No data found: Skipping
File BR50331, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: HTTP Error 404: Not Found
File BR50332, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50334, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50335, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR50336, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR50337, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR50333, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR50338, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR50340, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR50341, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR50339, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR50343, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR50344, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR50345, no, Link 1 Error: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)>, Link 2 Error: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)>
File BR50346, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR50342, YES, Downloaded without issue through link1
File BR50347, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR50349, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: HTTP Error 404: Not Found
File BR50348, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: HTTP Error 404: Not Found
File BR50351, no, Link 1 Error: ('3: Not a PDF: Deleting',). Link 2 Error: No data found: Skipping
File BR50350, YES, Downloaded without issue through link1
File BR50353, no, Link 1 Error: ('3: Not a PDF: Deleting',). Link 2 Error: No data found: Skipping
File BR50352, no, Link 1 Error: ('<urlopen error [WinError 10061] Der kunne ikke oprettes forbindelse, fordi destinationscomputeren aktivt nægtede det>',). Link 2 Error: No data found: Skipping
File BR50355, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: 3: Not a PDF: Deleting
File BR50303, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: The read operation timed out
File BR50356, no, Link 1 Error: ('3: Not a PDF: Deleting',). Link 2 Error: No data found: Skipping
File BR50354, YES, Downloaded without issue through link1
File BR50358, YES, Downloaded without issue through link1
File BR50360, no, Link 1 Error: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)>, Link 2 Error: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)>
File BR50361, YES, Downloaded without issue through link1
File BR50362, YES, Downloaded without issue through link1
File BR50363, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR50359, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [WinError 10060] Et forsøg på at oprette forbindelse mislykkedes, fordi den part, der havde oprettet forbindelse, ikke svarede korrekt efter en periode, eller en oprettet forbindelse blev afbrudt, fordi værten ikke svarede>
File BR50365, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [WinError 10065] En socket-handling blev forsøgt til en vært, der ikke kunne nås>
File BR50364, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50357, no, Link 1 Error: timed out, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50366, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50368, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50369, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50367, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50370, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50371, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50372, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50375, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50374, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50373, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50378, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50377, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50376, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50379, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50380, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50381, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50384, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50382, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50383, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50385, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50387, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50386, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50390, no, Link 1 Error: ('1: No data found: Skipping',). Link 2 Error: No data found: Skipping
File BR50388, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50389, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50391, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50392, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50393, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50396, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50395, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50394, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50397, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50399, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50398, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50402, no, Link 1 Error: 'ascii' codec can't encode character '\xf3' in position 59: ordinal not in range(128), Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50400, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50401, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50405, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50404, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50403, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50406, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50407, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50408, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50409, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50410, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50412, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50413, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50411, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50414, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR50415, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50416, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50417, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50418, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50419, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50421, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50420, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50423, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50422, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50424, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR50425, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
